donor_id,donor_type,food_type,category,quantity_kg,expiry_hours,lat,long,city,pickup_status,receiver_id,distance_km,pickup_time_hours,waste_risk,co2_per_kg,methane_factor,water_usage,uncertainty_factor,total_co2_saved,urgency_score,food_density_per_km,waste_risk_encoded,donor_type_encoded,category_encoded
D043,restaurant,salad,vegetable,6.8,14.0,-0.5088397378776591,117.16738920028142,Samarinda,pending,R12,0.55,3.95,high,1.595,1.25,2271.6,0.972,10.846,0.4533333333333333,10.461538461538462,0,1,3
D044,supermarket,nasi goreng,karbohidrat,18.1,32.0,-0.4912190277299746,117.1570698497896,Samarinda,completed,R7,6.31,3.03,medium,2.242,1.2075,2896.0,0.956,40.580200000000005,0.5484848484848486,2.823712948517941,2,2,1
D045,restaurant,salad,vegetable,16.3,27.0,-0.4945232501029173,117.15725494944635,Samarinda,pending,R5,5.54,1.34,medium,1.595,1.25,2271.6,0.972,25.9985,0.5821428571428572,2.890070921985816,2,1,3
D046,supermarket,buah apel,fruit,27.2,42.0,-0.4950708662635367,117.1556477901525,Samarinda,failed,R6,5.54,3.76,low,2.242,0.825,2755.5,1.13,60.9824,0.6325581395348837,4.822695035460993,1,2,0
D047,hotel,salad,vegetable,6.3,37.0,-0.4878879485890077,117.16202473156414,Samarinda,failed,R2,2.87,1.0,high,1.595,1.25,2271.6,0.972,10.048499999999999,0.16578947368421051,2.121212121212121,0,0,3
D048,restaurant,nasi goreng,karbohidrat,14.9,41.0,-0.5110361653184624,117.1679587758284,Samarinda,failed,R16,4.83,3.53,high,2.242,1.2075,2896.0,0.956,33.4058,0.3547619047619048,3.0223123732251524,0,1,1
D049,restaurant,buah apel,fruit,28.7,24.0,-0.48937855011146,117.15540776853216,Samarinda,pending,R16,3.28,3.64,high,2.242,0.825,2755.5,1.13,64.3454,1.148,8.49112426035503,0,1,0
D050,hotel,nasi goreng,karbohidrat,29.8,23.0,-0.5119404036595832,117.16179090506792,Samarinda,failed,R13,6.67,2.23,medium,2.242,1.2075,2896.0,0.956,66.8116,1.2416666666666667,4.401772525849336,2,0,1
D051,restaurant,nasi putih,karbohidrat,5.5,5.0,-0.5035567558064361,117.16082211544676,Samarinda,pending,R6,2.19,2.15,low,2.5766666666666667,0.585,4120.666666666667,1.05,14.171666666666667,0.9166666666666666,2.4017467248908297,1,1,1
D052,hotel,ayam bakar,protein,15.5,44.0,-0.5042589690237667,117.16776546589654,Samarinda,completed,R14,1.45,2.3,low,4.98,0.61,4848.0,0.965,77.19000000000001,0.34444444444444444,10.0,1,0,2
D053,hotel,salad,vegetable,5.2,48.0,-0.496936453932748,117.14061693287526,Samarinda,pending,R17,2.26,3.91,low,1.595,1.25,2271.6,0.972,8.294,0.10612244897959183,2.203389830508475,1,0,3
D054,supermarket,nasi goreng,karbohidrat,6.0,24.0,-0.5179324821110665,117.15546895832082,Samarinda,failed,R18,4.6,2.23,high,2.242,1.2075,2896.0,0.956,13.452,0.24,1.2765957446808514,0,2,1
D055,supermarket,ayam goreng,protein,2.3,46.0,-0.4822298349533856,117.15112295833876,Samarinda,failed,R4,1.14,0.7,high,4.82,0.18,962.0,1.025,11.086,0.04893617021276595,1.8548387096774193,0,2,2
D056,supermarket,salad,vegetable,18.0,9.0,-0.5076000791456874,117.16545069761028,Samarinda,pending,R11,1.18,2.23,high,1.595,1.25,2271.6,0.972,28.71,1.8,14.0625,0,2,3
D057,restaurant,sayur sop,vegetable,8.6,25.0,-0.5066838700087477,117.14848197268832,Samarinda,completed,R14,6.87,1.07,high,1.34,0.91,2571.0,1.0266666666666666,11.524000000000001,0.33076923076923076,1.2338593974175036,0,1,3
D058,restaurant,roti tawar,karbohidrat,25.4,30.0,-0.48473603254077,117.13587343422716,Samarinda,failed,Unknown,1.02,3.11,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,18.795999999999996,0.8193548387096774,22.678571428571423,0,1,1
D059,restaurant,ayam bakar,protein,5.0,24.0,-0.5103172085736157,117.1698474807149,Samarinda,pending,R8,3.62,2.23,high,4.98,0.61,4848.0,0.965,24.900000000000002,0.2,1.3440860215053763,0,1,2
D060,restaurant,buah apel,fruit,7.4,37.0,-0.5012534826224464,117.16150984553924,Samarinda,pending,R19,3.56,1.28,medium,2.242,0.825,2755.5,1.13,16.5908,0.19473684210526315,2.021857923497268,2,1,0
D061,hotel,ayam bakar,protein,27.1,7.0,-0.5088569231593996,117.1312107441413,Samarinda,pending,R18,4.8,1.39,medium,4.98,0.61,4848.0,0.965,134.95800000000003,3.3875,5.53061224489796,2,0,2
D062,hotel,ayam bakar,protein,11.2,21.0,-0.5089717643717957,117.15778150968426,Samarinda,completed,Unknown,3.71,3.29,medium,4.98,0.61,4848.0,0.965,55.776,0.509090909090909,2.9396325459317585,2,0,2
D063,supermarket,buah apel,fruit,5.8,24.0,-0.4978030621161762,117.14363020401883,Samarinda,pending,R10,5.96,3.57,high,2.242,0.825,2755.5,1.13,13.003599999999999,0.23199999999999998,0.9570957095709571,0,2,0
D064,supermarket,ayam bakar,protein,8.4,4.0,-0.4902661747704195,117.16182558952586,Samarinda,pending,R19,6.92,1.06,medium,4.98,0.61,4848.0,0.965,41.83200000000001,1.6800000000000002,1.1965811965811968,2,2,2
D065,hotel,buah apel,fruit,24.2,24.0,-0.4988284063432337,117.15524628296971,Samarinda,pending,R18,6.06,2.38,low,2.242,0.825,2755.5,1.13,54.2564,0.968,3.928571428571429,1,0,0
D066,supermarket,salad,vegetable,2.2,25.0,-0.500042216390857,117.15644229299936,Samarinda,failed,R3,1.41,2.13,low,1.595,1.25,2271.6,0.972,3.5090000000000003,0.08461538461538462,1.456953642384106,1,2,3
D067,supermarket,salad,vegetable,4.6,3.0,-0.5118462345072724,117.13815869340952,Samarinda,completed,R3,5.14,0.56,low,1.595,1.25,2271.6,0.972,7.337,1.15,0.8778625954198473,1,2,3
D068,hotel,nasi putih,karbohidrat,13.5,24.0,-0.5079242164432615,117.15720123192514,Samarinda,failed,R18,0.93,2.23,medium,2.5766666666666667,0.585,4120.666666666667,1.05,34.785,0.54,13.106796116504855,2,0,1
D069,hotel,buah apel,fruit,16.1,11.0,-0.5079395361955884,117.13076941632347,Samarinda,pending,Unknown,4.77,0.56,high,2.242,0.825,2755.5,1.13,36.0962,1.3416666666666668,3.3059548254620132,0,0,0
D070,hotel,nasi goreng,karbohidrat,9.4,24.0,-0.4880628314728655,117.1646982925418,Samarinda,failed,R18,2.01,2.23,high,2.242,1.2075,2896.0,0.956,21.0748,0.376,4.454976303317536,0,0,1
D071,hotel,nasi putih,karbohidrat,23.1,7.0,-0.5176087051867502,117.14525172090036,Samarinda,failed,R15,1.97,2.13,medium,2.5766666666666667,0.585,4120.666666666667,1.05,59.521,2.8875,11.159420289855074,2,0,1
D072,hotel,roti tawar,karbohidrat,6.4,36.0,-0.5104480697488735,117.14369985766828,Samarinda,pending,R10,6.67,1.54,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,4.736,0.17297297297297298,0.9453471196454949,2,0,1
D073,restaurant,ayam bakar,protein,27.8,26.0,-0.4868688763350897,117.13971172845903,Samarinda,completed,R6,1.89,0.76,low,4.98,0.61,4848.0,0.965,138.44400000000002,1.0296296296296297,13.969849246231156,1,1,2
D074,hotel,salad,vegetable,28.3,5.0,-0.5038621693743318,117.13232447457628,Samarinda,completed,R18,1.25,3.35,low,1.595,1.25,2271.6,0.972,45.1385,4.716666666666667,20.962962962962962,1,0,3
D075,hotel,ayam goreng,protein,8.7,43.0,-0.4827960093555123,117.14151497313168,Samarinda,pending,R16,3.58,2.23,high,4.82,0.18,962.0,1.025,41.934,0.19772727272727272,2.3641304347826084,0,0,2
D076,restaurant,nasi putih,karbohidrat,21.6,39.0,-0.5191582344227952,117.13557496556784,Samarinda,failed,R3,2.61,2.2,low,2.5766666666666667,0.585,4120.666666666667,1.05,55.656000000000006,0.54,7.970479704797048,1,1,1
D077,supermarket,sayur sop,vegetable,20.9,38.0,-0.5045148890162768,117.16324171541352,Samarinda,completed,R19,3.49,2.97,medium,1.34,0.91,2571.0,1.0266666666666666,28.006,0.5358974358974359,5.821727019498606,2,2,3
D078,supermarket,nasi putih,karbohidrat,8.2,33.0,-0.5041975632553852,117.15710682459589,Samarinda,pending,R1,2.86,0.54,high,2.5766666666666667,0.585,4120.666666666667,1.05,21.128666666666664,0.24117647058823527,2.77027027027027,0,2,1
D079,supermarket,buah apel,fruit,28.5,3.0,-0.519302114750867,117.15602322374444,Samarinda,completed,R17,4.05,2.23,medium,2.242,0.825,2755.5,1.13,63.897,7.125,6.867469879518073,2,2,0
D080,hotel,roti tawar,karbohidrat,16.5,33.0,-0.4961250315605016,117.15533368036576,Samarinda,pending,R4,4.42,2.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,12.209999999999997,0.4852941176470588,3.6504424778761067,0,0,1
D081,hotel,buah apel,fruit,22.3,24.0,-0.4995366732185342,117.14932258241684,Samarinda,pending,R6,1.86,2.12,medium,2.242,0.825,2755.5,1.13,49.9966,0.892,11.377551020408163,2,0,0
D082,supermarket,nasi goreng,karbohidrat,9.8,26.0,-0.4992340966722301,117.147720061186,Samarinda,pending,R8,4.95,4.0,medium,2.242,1.2075,2896.0,0.956,21.971600000000002,0.362962962962963,1.9405940594059408,2,2,1
D083,hotel,nasi putih,karbohidrat,25.4,47.0,-0.5105165997421486,117.14914998135364,Samarinda,pending,R11,4.47,2.56,high,2.5766666666666667,0.585,4120.666666666667,1.05,65.44733333333333,0.5291666666666666,5.557986870897156,0,0,1
D084,supermarket,salad,vegetable,9.5,6.0,-0.4878543765842353,117.16544478616042,Samarinda,failed,R17,1.17,2.99,high,1.595,1.25,2271.6,0.972,15.1525,1.357142857142857,7.480314960629921,0,2,3
D085,restaurant,ayam bakar,protein,10.2,24.0,-0.4958070563228543,117.13591341635524,Samarinda,completed,R6,4.98,0.68,medium,4.98,0.61,4848.0,0.965,50.796,0.408,2.0078740157480315,2,1,2
D086,restaurant,sayur sop,vegetable,17.7,24.0,-0.4862854070271366,117.14273381454004,Samarinda,failed,R16,4.07,3.7,medium,1.34,0.91,2571.0,1.0266666666666666,23.718,0.708,4.244604316546763,2,1,3
D087,restaurant,nasi putih,karbohidrat,16.4,24.0,-0.5181998350483558,117.13169540974054,Samarinda,completed,R10,4.99,0.9,low,2.5766666666666667,0.585,4120.666666666667,1.05,42.25733333333333,0.6559999999999999,3.222003929273084,1,1,1
D088,restaurant,ayam bakar,protein,29.1,3.0,-0.4901407445389503,117.16050709567352,Samarinda,completed,Unknown,1.76,1.15,high,4.98,0.61,4848.0,0.965,144.918,7.275,15.64516129032258,0,1,2
D089,supermarket,roti tawar,karbohidrat,2.0,3.0,-0.4973945900762869,117.145598667854,Samarinda,completed,R5,3.75,1.62,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,1.4799999999999998,0.5,0.5194805194805194,1,2,1
D090,supermarket,nasi putih,karbohidrat,16.1,40.0,-0.5081824979183682,117.1564365600958,Samarinda,completed,R13,2.83,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05,41.48433333333334,0.39268292682926836,5.494880546075086,1,2,1
D091,restaurant,nasi goreng,karbohidrat,22.4,25.0,-0.4820739281447743,117.15428934957409,Samarinda,completed,Unknown,5.89,2.93,low,2.242,1.2075,2896.0,0.956,50.2208,0.8615384615384616,3.7395659432387314,1,1,1
D092,hotel,buah apel,fruit,14.4,9.0,-0.5120613404435435,117.1444416659722,Samarinda,failed,Unknown,5.23,2.23,high,2.242,0.825,2755.5,1.13,32.284800000000004,1.4400000000000002,2.701688555347092,0,0,0
D093,restaurant,ayam bakar,protein,6.0,24.0,-0.4994095501240687,117.16993739293072,Samarinda,pending,R18,5.65,2.23,low,4.98,0.61,4848.0,0.965,29.880000000000003,0.24,1.0434782608695652,1,1,2
D094,restaurant,nasi putih,karbohidrat,24.1,13.0,-0.4805773300894372,117.1515482306806,Samarinda,failed,R20,4.16,2.32,medium,2.5766666666666667,0.585,4120.666666666667,1.05,62.09766666666667,1.7214285714285715,5.657276995305165,2,1,1
D095,restaurant,ayam goreng,protein,17.6,41.0,-0.4821395414826961,117.1622125497356,Samarinda,completed,Unknown,1.97,2.23,low,4.82,0.18,962.0,1.025,84.83200000000001,0.41904761904761906,8.5024154589372,1,1,2
D096,supermarket,buah apel,fruit,17.5,39.0,-0.5125144419297277,117.14566943345488,Samarinda,pending,R8,2.3,1.87,low,2.242,0.825,2755.5,1.13,39.235,0.4375,7.291666666666667,1,2,0
D097,hotel,ayam bakar,protein,6.8,18.0,-0.4803049060940495,117.16865617760232,Samarinda,completed,Unknown,3.62,1.73,low,4.98,0.61,4848.0,0.965,33.864000000000004,0.3578947368421052,1.8279569892473118,1,0,2
D098,restaurant,sayur sop,vegetable,13.6,24.0,-0.4875681029940125,117.15191477776352,Samarinda,pending,R6,0.97,1.07,low,1.34,0.91,2571.0,1.0266666666666666,18.224,0.544,12.710280373831775,1,1,3
D099,hotel,nasi putih,karbohidrat,17.4,14.0,-0.4917091365923071,117.14375967801293,Samarinda,pending,Unknown,6.26,2.86,low,2.5766666666666667,0.585,4120.666666666667,1.05,44.833999999999996,1.16,2.7358490566037736,1,0,1
D100,supermarket,buah apel,fruit,13.6,24.0,-0.5154856980131749,117.16747834460308,Samarinda,failed,R9,4.65,1.63,high,2.242,0.825,2755.5,1.13,30.4912,0.544,2.863157894736842,0,2,0
D101,supermarket,roti tawar,karbohidrat,21.0,8.0,-0.4967824331587159,117.15485401722756,Samarinda,failed,R11,6.73,2.43,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,15.539999999999997,2.333333333333333,3.0746705710102487,2,2,1
D102,hotel,ayam bakar,protein,13.4,30.0,-0.4934887419710211,117.14015143042452,Samarinda,failed,R2,5.85,1.46,low,4.98,0.61,4848.0,0.965,66.73200000000001,0.432258064516129,2.252100840336135,1,0,2
D103,restaurant,salad,vegetable,8.6,12.0,-0.5040503105133066,117.1401716961432,Samarinda,pending,R20,5.4,0.66,low,1.595,1.25,2271.6,0.972,13.716999999999999,0.6615384615384615,1.5636363636363635,1,1,3
D104,hotel,roti tawar,karbohidrat,23.8,39.0,-0.5088430982022559,117.13920600564396,Samarinda,completed,R18,1.44,2.02,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,17.612,0.5950000000000001,15.454545454545455,2,0,1
D105,hotel,sayur sop,vegetable,14.9,1.0,-0.5198248779384562,117.13954853665916,Samarinda,pending,R4,2.02,2.23,low,1.34,0.91,2571.0,1.0266666666666666,19.966,7.45,7.028301886792453,1,0,3
D106,hotel,ayam bakar,protein,25.5,24.0,-0.4887064309215506,117.1641835979342,Samarinda,completed,R6,0.97,3.85,medium,4.98,0.61,4848.0,0.965,126.99000000000001,1.02,23.83177570093458,2,0,2
D107,hotel,nasi goreng,karbohidrat,24.3,20.0,-0.5016871833737658,117.1693708796365,Samarinda,failed,R18,2.48,0.57,low,2.242,1.2075,2896.0,0.956,54.4806,1.157142857142857,9.418604651162791,1,0,1
D108,restaurant,sayur sop,vegetable,5.0,24.0,-0.4928001405179881,117.1421431132994,Samarinda,completed,R8,2.27,1.4,high,1.34,0.91,2571.0,1.0266666666666666,6.7,0.2,2.109704641350211,0,1,3
D109,hotel,ayam bakar,protein,8.1,7.0,-0.5121564948591618,117.14977801990376,Samarinda,pending,R9,5.75,2.23,medium,4.98,0.61,4848.0,0.965,40.338,1.0125,1.3846153846153846,2,0,2
D110,supermarket,nasi goreng,karbohidrat,3.2,24.0,-0.5062211653980777,117.1486912883687,Samarinda,pending,R13,3.15,1.12,high,2.242,1.2075,2896.0,0.956,7.1744,0.128,0.9846153846153847,0,2,1
D111,hotel,sayur sop,vegetable,7.3,48.0,-0.5092165562842729,117.13299699682908,Samarinda,failed,R20,1.28,2.89,low,1.34,0.91,2571.0,1.0266666666666666,9.782,0.14897959183673468,5.289855072463768,1,0,3
D112,restaurant,sayur sop,vegetable,18.3,33.0,-0.4972459682822178,117.14083674537564,Samarinda,pending,R16,2.53,2.23,low,1.34,0.91,2571.0,1.0266666666666666,24.522000000000002,0.538235294117647,6.958174904942966,1,1,3
D113,supermarket,nasi putih,karbohidrat,23.3,24.0,-0.5168694044833926,117.16681531056425,Samarinda,completed,R11,1.56,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05,60.03633333333333,0.932,14.036144578313252,1,2,1
D114,supermarket,ayam goreng,protein,4.8,1.0,-0.4880798436261528,117.1646040876599,Samarinda,completed,R19,3.61,2.23,high,4.82,0.18,962.0,1.025,23.136,2.4,1.2938005390835579,0,2,2
D115,supermarket,ayam goreng,protein,9.6,24.0,-0.5094765783901324,117.15308671042762,Samarinda,completed,Unknown,5.79,0.93,low,4.82,0.18,962.0,1.025,46.272,0.384,1.6298811544991512,1,2,2
D116,hotel,salad,vegetable,9.0,24.0,-0.4930900685146535,117.13027023782564,Samarinda,pending,R13,1.23,2.23,low,1.595,1.25,2271.6,0.972,14.355,0.36,6.7669172932330826,1,0,3
D117,supermarket,nasi goreng,karbohidrat,14.4,14.0,-0.5029031680276456,117.1482053489846,Samarinda,pending,R9,0.93,2.23,low,2.242,1.2075,2896.0,0.956,32.284800000000004,0.96,13.980582524271844,1,2,1
D118,hotel,roti tawar,karbohidrat,7.4,28.0,-0.5123544079693376,117.1575603646057,Samarinda,pending,R18,2.43,0.91,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,5.475999999999999,0.25517241379310346,2.924901185770751,1,0,1
